name,ID,age,birth_zoo,birthdate,child_as_father,child_as_mother,cur_zoo,dead_cause,deaddate,father,gender,image,mother,move_date1,move_date2,move_date3,move_zoo1,move_zoo2,move_zoo3,reading
ピースケ,415,5,西山動物園,2020年6月27日,,,大島公園動物園,,,たいよう_池田 (https://www.notion.so/_-11d42aa6316c80bb9cd0fe865c746981?pvs=21),オス,https://www.codaworry.com/images/submitted/Xr3J_mWADQA.jpg,かのこ (https://www.notion.so/11d42aa6316c80ff8f7dfbad903c43b7?pvs=21),2022年11月10日,,,大島公園動物園,,,
ミヤビ,417,8,こども動物自然公園,2017年6月25日,,,チリ,,2022年10月2日,ソウソウ (https://www.notion.so/12442aa6316c800399dfd04ec76848ac?pvs=21),メス,https://www.codaworry.com/images/submitted/WabjzxOADQA.jpg,ハナビ (https://www.notion.so/12442aa6316c807aa8aefc39dd5cc4d5?pvs=21),2022年6月12日,,,チリ,,,
リン,418,7,こども動物自然公園,2018年6月24日,,,こども動物自然公園,,,ソウソウ (https://www.notion.so/12442aa6316c800399dfd04ec76848ac?pvs=21),メス,https://www.codaworry.com/images/submitted/W3ufW3nADQA.jpg,ハナビ (https://www.notion.so/12442aa6316c807aa8aefc39dd5cc4d5?pvs=21),,,,,,,
リュウ,419,6,こども動物自然公園,2019年7月2日,,,東北サファリパーク,,,ソウソウ (https://www.notion.so/12442aa6316c800399dfd04ec76848ac?pvs=21),オス,https://www.codaworry.com/images/submitted/XxSqoMrADQA.jpg,ハナビ (https://www.notion.so/12442aa6316c807aa8aefc39dd5cc4d5?pvs=21),2023年4月10日,,,東北サファリパーク,,,
セイ,420,6,こども動物自然公園,2019年7月2日,,,韓国,,,ソウソウ (https://www.notion.so/12442aa6316c800399dfd04ec76848ac?pvs=21),オス,https://www.codaworry.com/images/submitted/XcgMsb_ADQA.jpg,ハナビ (https://www.notion.so/12442aa6316c807aa8aefc39dd5cc4d5?pvs=21),2023年11月27日,,,韓国,,,
ライライ_多摩,421,11,多摩動物公園,2014年7月5日,"蘭花_東北 (https://www.notion.so/_-15342aa6316c8056a790fb8104431a90?pvs=21), 木蓮 (https://www.notion.so/15342aa6316c800ea2bcf481b95922ea?pvs=21)",,東北サファリパーク,,,ルンルン (https://www.notion.so/13342aa6316c806587f7ed050177ab17?pvs=21),オス,https://www.codaworry.com/images/submitted/WK92VdNADQA.jpg,ララ_茶臼山 (https://www.notion.so/_-15342aa6316c8098935bc532890a33ae?pvs=21),2015年12月8日,,,東北サファリパーク,,,
ララ_茶臼山,422,17,茶臼山動物園,2008年6月16日,,ライライ_多摩 (https://www.notion.so/_-15342aa6316c80c6ab50fcfeb69defb1?pvs=21),多摩動物公園,,,キキ_徳山 (https://www.notion.so/_-12342aa6316c80ad8a6afc7b1944b911?pvs=21),メス,https://www.codaworry.com/images/submitted/WQNcvJ1ADQA.jpg,星奈 (https://www.notion.so/13342aa6316c803eb26bfc5c2b6016bd?pvs=21),2011年4月26日,,,多摩動物公園,,,
蘭花_東北,423,7,東北サファリパーク,2018年6月2日,,,東北サファリパーク,,,ライライ_多摩 (https://www.notion.so/_-15342aa6316c80c6ab50fcfeb69defb1?pvs=21),メス,https://www.codaworry.com/images/submitted/X764V9VADQA.jpg,リーリー_東北 (https://www.notion.so/_-14842aa6316c80b19cbfc363cbeb4796?pvs=21),,,,,,,ランファ
木蓮,424,6,東北サファリパーク,2019年6月7日,,,東北サファリパーク,,,ライライ_多摩 (https://www.notion.so/_-15342aa6316c80c6ab50fcfeb69defb1?pvs=21),メス,https://www.codaworry.com/images/submitted/X7Y4foYADQA.jpg,リーリー_東北 (https://www.notion.so/_-14842aa6316c80b19cbfc363cbeb4796?pvs=21),,,,,,,ムーラン
アン,426,15,こども動物自然公園,2010年6月15日,,"ギンガ (https://www.notion.so/14542aa6316c80f7a376fb2a84762823?pvs=21), カリン_夢見 (https://www.notion.so/_-15542aa6316c808fb529d7a0dd895247?pvs=21), ケンタ_夢見 (https://www.notion.so/_-15642aa6316c80ebb941ca916c505529?pvs=21), ケイコ (https://www.notion.so/15642aa6316c80f0b145e007bd997058?pvs=21)",夢見ヶ崎動物公園,,,ミンミン_徳山 (https://www.notion.so/_-12442aa6316c80139098d955928163de?pvs=21),メス,https://www.codaworry.com/images/submitted/W79k9wfADQA.jpg,ナツ (https://www.notion.so/12342aa6316c80a29464cfbc9f106817?pvs=21),2011年12月12日,,,夢見ヶ崎動物公園,,,
ココア,427,7,市川市動植物園,2018年6月28日,,,かみね動物園,,,ムギ_京都 (https://www.notion.so/_-15542aa6316c80049eccf5d2913f280a?pvs=21),メス,"https://www.codaworry.com/images/submitted/XBqRZncADQA.jpg, https://www.codaworry.com/images/submitted/Wwf5xMGADQA.jpg",優花 (https://www.notion.so/15542aa6316c80a49118d13eb799bfe8?pvs=21),2023年11月20日,,,かみね動物園,,,
優花,428,12,市川市動植物園,2013年6月20日,,"ココア (https://www.notion.so/15542aa6316c8073a497ef2bee1530b9?pvs=21), ミルク (https://www.notion.so/15542aa6316c805abc62e5c449e964ee?pvs=21), ひまわり (https://www.notion.so/15542aa6316c801f8518f6944146b3b2?pvs=21)",市川市動植物園,,,ライチ (https://www.notion.so/15542aa6316c80d4be3fedba0ca79411?pvs=21),メス,"https://www.codaworry.com/images/submitted/Wu9J2tXADQA.jpg, https://www.codaworry.com/images/submitted/XLjdKt_ADQL.jpg, https://www.codaworry.com/images/submitted/W5FLE88ADQA.jpg",メイファ_市川 (https://www.notion.so/_-12442aa6316c80a2af7cf8d48ab68293?pvs=21),,,,,,,ユーファ
ライチ,429,20,市川市動植物園,2005年6月25日,"優花 (https://www.notion.so/15542aa6316c80a49118d13eb799bfe8?pvs=21), 梨花 (https://www.notion.so/15542aa6316c8092bfbce71eafafadd0?pvs=21), イチマル (https://www.notion.so/15542aa6316c80f789b9d439f8cbee0c?pvs=21), 明登 (https://www.notion.so/15542aa6316c80f6abd7efbb2611bf22?pvs=21), フラン_市川 (https://www.notion.so/_-15542aa6316c80f58b25c6914b223aaf?pvs=21)",,市川市動植物園,,,天天_市川 (https://www.notion.so/_-13942aa6316c80c5941ffd068aea68f5?pvs=21),オス,"https://www.codaworry.com/images/submitted/WdkdIxyADQA.jpg, https://www.codaworry.com/images/submitted/W-udvncADQA.jpg, https://www.codaworry.com/images/submitted/XO5eP4uADQB.jpg",ナミ (https://www.notion.so/13242aa6316c80e6b793cc9358609788?pvs=21),,,,,,,
ムギ_京都,430,10,京都市動物園,2015年7月13日,"ココア (https://www.notion.so/15542aa6316c8073a497ef2bee1530b9?pvs=21), ミルク (https://www.notion.so/15542aa6316c805abc62e5c449e964ee?pvs=21), ひまわり (https://www.notion.so/15542aa6316c801f8518f6944146b3b2?pvs=21)",,市川市動植物園,胃捻転,2025年7月31日,ウーロン (https://www.notion.so/13442aa6316c80e89d42d5a93b3d0aa2?pvs=21),オス,"https://www.codaworry.com/images/submitted/WhWeCQ1ADQX.jpg, https://www.codaworry.com/images/submitted/X94vNlpADQA.jpg, https://www.codaworry.com/images/submitted/Vgp4HoDADQA.jpg",古都 (https://www.notion.so/15542aa6316c8017a52dfdd814dbedac?pvs=21),2016年9月5日,,,市川市動植物園,,,
古都,431,16,徳山動物園,2009年7月9日,,ムギ_京都 (https://www.notion.so/_-15542aa6316c80049eccf5d2913f280a?pvs=21),京都市動物園,腹膜炎,2022年11月15日,コタロウ_多摩 (https://www.notion.so/_-14042aa6316c80519f44c5b34031b1e0?pvs=21),メス,https://www.codaworry.com/images/submitted/W3ehxAoADQA.jpg,栃 (https://www.notion.so/14042aa6316c80abb10af0448e60dac7?pvs=21),2011年3月16日,,,京都市動物園,,,コト
ミルク,432,7,市川市動植物園,2018年6月28日,,"キナコ_茶臼山 (https://www.notion.so/_-15642aa6316c8019b633e3906ad8dd01?pvs=21), アンコ_茶臼山 (https://www.notion.so/_-15642aa6316c80648d91eb6d0b286573?pvs=21)",茶臼山動物園,,,ムギ_京都 (https://www.notion.so/_-15542aa6316c80049eccf5d2913f280a?pvs=21),メス,https://www.codaworry.com/images/submitted/XpRUtQ4ADQA.jpg,優花 (https://www.notion.so/15542aa6316c80a49118d13eb799bfe8?pvs=21),2020年3月31日,,,茶臼山動物園,,,
ひまわり,433,8,市川市動植物園,2017年7月13日,,"フラン_多摩 (https://www.notion.so/_-15542aa6316c80f9834fc2aafc9f5456?pvs=21), リアン (https://www.notion.so/15542aa6316c806895c8ea2a9cef35a3?pvs=21), 藤丸 (https://www.notion.so/15542aa6316c80358700c509ead1ba7e?pvs=21), 蘭丸 (https://www.notion.so/15542aa6316c801a83a6dd5120984291?pvs=21)",多摩動物公園,,,ムギ_京都 (https://www.notion.so/_-15542aa6316c80049eccf5d2913f280a?pvs=21),メス,"https://www.codaworry.com/images/submitted/XoZCtHJADQA.jpg, https://www.codaworry.com/images/submitted/XBQZFb2ADR2.jpg, https://www.codaworry.com/images/submitted/W_fNhl1ADRe.jpg",優花 (https://www.notion.so/15542aa6316c80a49118d13eb799bfe8?pvs=21),2020年2月3日,,,多摩動物公園,,,
フラン_多摩,434,5,多摩動物公園,2020年7月20日,,,桐生が岡動物園,,,フランケン (https://www.notion.so/13342aa6316c80ad9273e9eac0902188?pvs=21),メス,https://www.codaworry.com/images/submitted/XpxS8FZADQA.jpg,ひまわり (https://www.notion.so/15542aa6316c801f8518f6944146b3b2?pvs=21),2022年2月28日,,,桐生が岡動物園,,,
リアン,435,5,多摩動物公園,2020年7月20日,,,韓国,,,フランケン (https://www.notion.so/13342aa6316c80ad9273e9eac0902188?pvs=21),メス,https://www.codaworry.com/images/submitted/YHjOcc6ADQA.jpg,ひまわり (https://www.notion.so/15542aa6316c801f8518f6944146b3b2?pvs=21),2023年11月27日,,,韓国,,,
藤丸,436,3,多摩動物公園,2022年7月27日,,,インドネシア,,,フランケン (https://www.notion.so/13342aa6316c80ad9273e9eac0902188?pvs=21),オス,"https://www.codaworry.com/images/submitted/YWalKrgADQA.jpg, https://www.codaworry.com/images/submitted/ZACg9BHADQC.jpg",ひまわり (https://www.notion.so/15542aa6316c801f8518f6944146b3b2?pvs=21),2024年10月2日,,,インドネシア,,,フジマル
蘭丸,437,3,多摩動物公園,2022年7月27日,,,浜松市動物園,,,フランケン (https://www.notion.so/13342aa6316c80ad9273e9eac0902188?pvs=21),オス,"https://www.codaworry.com/images/submitted/YXe7tjmADQA.jpg, https://www.codaworry.com/images/submitted/YTmWdXlADQC.jpg",ひまわり (https://www.notion.so/15542aa6316c801f8518f6944146b3b2?pvs=21),2025年3月13日,,,浜松市動物園,,,ランマル
梨花,438,12,市川市動植物園,2013年6月20日,,,市川市動植物園,,,ライチ (https://www.notion.so/15542aa6316c80d4be3fedba0ca79411?pvs=21),メス,"https://www.codaworry.com/images/submitted/XsR_SUbADQA.jpg, https://www.codaworry.com/images/submitted/W6JEyoyADQA.jpg, https://www.codaworry.com/images/submitted/W6Q5BKIADQA.jpg",メイファ_市川 (https://www.notion.so/_-12442aa6316c80a2af7cf8d48ab68293?pvs=21),,,,,,,
イチマル,439,16,市川市動植物園,2009年7月4日,ハルマキ (https://www.notion.so/15542aa6316c807ebcf5e0060c8cddcb?pvs=21),,市川市動植物園,,,ライチ (https://www.notion.so/15542aa6316c80d4be3fedba0ca79411?pvs=21),オス,"https://www.codaworry.com/images/submitted/WNbyjy_ADQA.jpg, https://www.codaworry.com/images/submitted/YdlYTVLADQA.jpg, https://www.codaworry.com/images/submitted/XmFJr80ADQE.jpg",メイファ_市川 (https://www.notion.so/_-12442aa6316c80a2af7cf8d48ab68293?pvs=21),,,,,,,
明登,440,12,市川市動植物園,2013年6月20日,,,市川市動植物園,,,ライチ (https://www.notion.so/15542aa6316c80d4be3fedba0ca79411?pvs=21),オス,"https://www.codaworry.com/images/submitted/VyQ2efCADQA.jpg, https://www.codaworry.com/images/submitted/Xx-Tbd6ADQa.jpg, https://www.codaworry.com/images/submitted/Xmgz443ADQD.jpg",メイファ_市川 (https://www.notion.so/_-12442aa6316c80a2af7cf8d48ab68293?pvs=21),,,,,,,メイト
フラン_市川,441,14,市川市動植物園,2011年6月27日,,,市川市動植物園,,2016年2月2日,ライチ (https://www.notion.so/15542aa6316c80d4be3fedba0ca79411?pvs=21),オス,"https://www.codaworry.com/images/submitted/VMxEnCBADQA.jpg, https://www.codaworry.com/images/submitted/VLA1GFwADQA.jpg",メイファ_市川 (https://www.notion.so/_-12442aa6316c80a2af7cf8d48ab68293?pvs=21),,,,,,,
カリン_夢見,442,13,夢見ヶ崎動物公園,2012年6月9日,,ハルマキ (https://www.notion.so/15542aa6316c807ebcf5e0060c8cddcb?pvs=21),東武動物公園,,,ファファ (https://www.notion.so/12442aa6316c8032b51bdc051735a9bd?pvs=21),メス,"https://www.codaworry.com/images/submitted/XbGEuEIADQD.jpg, https://www.codaworry.com/images/submitted/WJfMEJ3ADQA.jpg, https://www.codaworry.com/images/submitted/XDOXOfHADQA.jpg",アン (https://www.notion.so/15342aa6316c80a088f3d3ffcc28b3ed?pvs=21),2014年5月12日,2019年12月16日,,市川市動植物園,東武動物公園,,
ハルマキ,443,9,市川市動植物園,2016年7月16日,,,福岡市動物園,,,イチマル (https://www.notion.so/15542aa6316c80f789b9d439f8cbee0c?pvs=21),メス,"https://www.codaworry.com/images/submitted/WSgp5l0ADQA.jpg, https://www.codaworry.com/images/submitted/W7lXb9WADQR.jpg, https://www.codaworry.com/images/submitted/XOSkO1YADRP.jpg",カリン_夢見 (https://www.notion.so/_-15542aa6316c808fb529d7a0dd895247?pvs=21),2020年1月6日,,,福岡市動物園,,,
ゆい,444,10,千葉市動物公園,2015年6月28日,,,かみね動物園,,,クウタ (https://www.notion.so/11f42aa6316c80fb9ea3dd349ef4b7f8?pvs=21),メス,https://www.codaworry.com/images/submitted/WZO1EBXADQA.jpg,メイメイ (https://www.notion.so/11f42aa6316c8041bb0ee6962cc96bd0?pvs=21),2018年1月29日,,,かみね動物園,,,
ゆう,445,10,千葉市動物公園,2015年6月28日,,,千葉市動物公園,,,クウタ (https://www.notion.so/11f42aa6316c80fb9ea3dd349ef4b7f8?pvs=21),メス,https://www.codaworry.com/images/submitted/WQYczB4ADQA.jpg,メイメイ (https://www.notion.so/11f42aa6316c8041bb0ee6962cc96bd0?pvs=21),,,,,,,
アンコ_大島,446,12,大島公園動物園,2013年6月22日,,"和 (https://www.notion.so/12142aa6316c804f9debe44d875eaefd?pvs=21), 令 (https://www.notion.so/15642aa6316c806c9ed2cfa2ee5c29b7?pvs=21)",富山市ファミリーパーク,,,コタロウ_江戸川 (https://www.notion.so/_-15542aa6316c800ebb59f06220b70b69?pvs=21),メス,https://www.codaworry.com/images/submitted/WQnMdk_ADQA.jpg,アイリ (https://www.notion.so/15542aa6316c8055a5eddf374f40b14a?pvs=21),2016年11月2日,,,富山市ファミリーパーク,,,
アイリ,447,19,茶臼山動物園,2006年6月20日,,"アンコ_大島 (https://www.notion.so/_-15542aa6316c80568d7fe11e15832928?pvs=21), コジロウ_大島 (https://www.notion.so/_-15542aa6316c8002b92edd833ed40aa0?pvs=21)",大島公園動物園,,,キキ_徳山 (https://www.notion.so/_-12342aa6316c80ad8a6afc7b1944b911?pvs=21),メス,https://www.codaworry.com/images/submitted/WTMDTF2ADQA.jpg,星奈 (https://www.notion.so/13342aa6316c803eb26bfc5c2b6016bd?pvs=21),2007年7月18日,,,大島公園動物園,,,
コタロウ_江戸川,448,20,江戸川区自然動物園,2005年7月8日,"アンコ_大島 (https://www.notion.so/_-15542aa6316c80568d7fe11e15832928?pvs=21), コジロウ_大島 (https://www.notion.so/_-15542aa6316c8002b92edd833ed40aa0?pvs=21)",,大島公園動物園,,,橅 (https://www.notion.so/14642aa6316c80a3a9a0da87f0676e3d?pvs=21),オス,https://www.codaworry.com/images/submitted/X3YOoh_ADQA.jpg,遊遊_のいち (https://www.notion.so/_-15942aa6316c80fca09dd143e31efe3f?pvs=21),2007年7月18日,,,大島公園動物園,,,
えみ,449,2,日本平動物園,2023年7月9日,,,日本平動物園,,,和 (https://www.notion.so/12142aa6316c804f9debe44d875eaefd?pvs=21),メス,"https://www.codaworry.com/images/submitted/YuVK3_kADQB.jpg, https://www.codaworry.com/images/submitted/Yub_y9zADQA.jpg, https://www.codaworry.com/images/submitted/YwaoMPFADQD.jpg",ニコ (https://www.notion.so/12142aa6316c80bfa0ffccb9012ab170?pvs=21),,,,,,,
メイタ,450,11,千葉市動物公園,2014年6月28日,,,千葉市動物公園,,,クウタ (https://www.notion.so/11f42aa6316c80fb9ea3dd349ef4b7f8?pvs=21),メス,https://www.codaworry.com/images/submitted/WmL6qG0ADQA.jpg,メイメイ (https://www.notion.so/11f42aa6316c8041bb0ee6962cc96bd0?pvs=21),,,,,,,
ソラ_市川,451,17,市川市動植物園,2008年6月16日,,,市川市動植物園,,,天天_市川 (https://www.notion.so/_-13942aa6316c80c5941ffd068aea68f5?pvs=21),メス,"https://www.codaworry.com/images/submitted/XnHvnFUADQo.jpg, https://www.codaworry.com/images/submitted/YER-X3iADQA.jpg, https://www.codaworry.com/images/submitted/WMyvFifADQA.jpg",ナミ (https://www.notion.so/13242aa6316c80e6b793cc9358609788?pvs=21),,,,,,,
テル,452,15,長崎バイオパーク,2010年7月10日,,,市川市動植物園,,,椎 (https://www.notion.so/15542aa6316c807eb886f654615ad64f?pvs=21),メス,"https://www.codaworry.com/images/submitted/WLTPfhWADQA.jpg, https://www.codaworry.com/images/submitted/XakcsE2ADQd.jpg, https://www.codaworry.com/images/submitted/XOa3ZF-ADQH.jpg",アイアイ_徳山 (https://www.notion.so/_-15542aa6316c80da8a2be1f3fea9264b?pvs=21),2011年11月2日,2018年2月27日,,浜松市動物園,市川市動植物園,,
椎,453,25,安佐動物公園,2000年7月13日,テル (https://www.notion.so/15542aa6316c805a83ade289d6e53d65?pvs=21),,長崎バイオパーク,,2020年1月19日,ロンロン_長崎 (https://www.notion.so/_-13942aa6316c80d283d9e8c3db7a2173?pvs=21),オス,https://www.biopark.co.jp/staff/photo/IMG_2301.JPG,マイ_ひらパー (https://www.notion.so/_-14642aa6316c80abacc8d504e26058bb?pvs=21),2004年1月7日,,,長崎バイオパーク,,,シイ
アイアイ_徳山,454,23,徳山動物園,2002年7月17日,,テル (https://www.notion.so/15542aa6316c805a83ade289d6e53d65?pvs=21),長崎バイオパーク,,2022年1月4日,平 (https://www.notion.so/13942aa6316c80f0b00dc7cd74661d55?pvs=21),メス,https://www.codaworry.com/images/submitted/Wqw9KXIADQA.jpg,美美_池田 (https://www.notion.so/_-15542aa6316c809eb4b8e4c63bad9f86?pvs=21),2007年1月31日,,,長崎バイオパーク,,,
美美_池田,455,33,池田動物園,1992年8月7日,,"ミンミン_徳山 (https://www.notion.so/_-12442aa6316c80139098d955928163de?pvs=21), アイアイ_徳山 (https://www.notion.so/_-15542aa6316c80da8a2be1f3fea9264b?pvs=21), キキ_徳山 (https://www.notion.so/_-12342aa6316c80ad8a6afc7b1944b911?pvs=21), 優優_徳山 (https://www.notion.so/_-15a42aa6316c80a8aba3c0570488c903?pvs=21), 賢健 (https://www.notion.so/11f42aa6316c8009a71dd3df7ce82af1?pvs=21), ララ_徳山 (https://www.notion.so/_-17a42aa6316c8069a76ac7c2aeef0c81?pvs=21), 健健 (https://www.notion.so/12142aa6316c805db8c5d4a6d1ca84a8?pvs=21), プリン (https://www.notion.so/1a442aa6316c805189dfcc59203aebf1?pvs=21)",徳山動物園,,2006年11月1日,山山_池田 (https://www.notion.so/_-15c42aa6316c804cb64def15db446790?pvs=21),メス,,安安_池田_中国 (https://www.notion.so/_-_-16442aa6316c80a594a0c0e75abb3770?pvs=21),1993年11月10日,,,徳山動物園,,,メイメイ
キントキ,456,3,ズーラシア,2022年7月1日,,,茶臼山動物園,,,まめたろう (https://www.notion.so/13342aa6316c805093d8eb6e962c724a?pvs=21),オス,https://www.codaworry.com/images/submitted/YYcTsYIADQA.jpg,キク (https://www.notion.so/14442aa6316c802e8e9edec41e1a2d8c?pvs=21),2024年2月20日,,,茶臼山動物園,,,
ヒナギク,457,3,ズーラシア,2022年7月1日,,,ズーラシア,,,まめたろう (https://www.notion.so/13342aa6316c805093d8eb6e962c724a?pvs=21),メス,https://www.codaworry.com/images/submitted/YiYuZG6ADQA.jpg,キク (https://www.notion.so/14442aa6316c802e8e9edec41e1a2d8c?pvs=21),,,,,,,
サクユリ,458,4,大島公園動物園,2021年6月23日,,,江戸川区自然動物園,,,コジロウ_大島 (https://www.notion.so/_-15542aa6316c8002b92edd833ed40aa0?pvs=21),メス,"https://www.codaworry.com/images/submitted/X0D7VeyADQA.jpg, https://www.codaworry.com/images/submitted/Y4bx_vpADQC.jpg",ギンガ (https://www.notion.so/14542aa6316c80f7a376fb2a84762823?pvs=21),2024年2月15日,,,江戸川区自然動物園,,,
コジロウ_大島,459,13,大島公園動物園,2012年6月18日,"サクユリ (https://www.notion.so/15542aa6316c8081a49cf45a1ace94f0?pvs=21), ツバキ (https://www.notion.so/17042aa6316c8061a242c9c7c7234ae4?pvs=21), ツツジ (https://www.notion.so/17042aa6316c80658045f1f4ce1c9ce3?pvs=21), アシタバ (https://www.notion.so/13542aa6316c8068b01be925451f0bb4?pvs=21), アスナロ (https://www.notion.so/12342aa6316c804ea8edf47d19a15eb7?pvs=21)",,大島公園動物園,,,コタロウ_江戸川 (https://www.notion.so/_-15542aa6316c800ebb59f06220b70b69?pvs=21),オス,https://www.codaworry.com/images/submitted/WDfvZp9ADQA.jpg,アイリ (https://www.notion.so/15542aa6316c8055a5eddf374f40b14a?pvs=21),,,,,,,
アラタ,460,6,浜松市動物園,2019年7月5日,,,浜松市動物園,,,チイタ (https://www.notion.so/11f42aa6316c80238961fb25e0fede9c?pvs=21),メス,"https://www.codaworry.com/images/submitted/W7V0cd1ADQJ.jpg, https://www.codaworry.com/images/submitted/XmqXygHADQA.jpg, https://www.codaworry.com/images/submitted/YdKJsjXADQA.jpg",キララ_アドベン (https://www.notion.so/_-12942aa6316c8001a282fc28fb67773e?pvs=21),,,,,,,
ミライ,461,6,浜松市動物園,2019年7月5日,,,台湾,,,チイタ (https://www.notion.so/11f42aa6316c80238961fb25e0fede9c?pvs=21),オス,"https://www.codaworry.com/images/submitted/YwC8Ub8ADQF.jpg, https://www.codaworry.com/images/submitted/XDd5qJLADQA.jpg, https://www.codaworry.com/images/submitted/XV-LIGcADQY.jpg",キララ_アドベン (https://www.notion.so/_-12942aa6316c8001a282fc28fb67773e?pvs=21),2023年12月28日,,,台湾,,,
令,462,6,富山市ファミリーパーク,2019年7月1日,,,東山動物園,,,ロッポ (https://www.notion.so/14f42aa6316c80c2821dd72fddd8c6a9?pvs=21),オス,https://www.codaworry.com/images/submitted/XjkToMuADQA.jpg,アンコ_大島 (https://www.notion.so/_-15542aa6316c80568d7fe11e15832928?pvs=21),2020年12月7日,,,東山動物園,,,レイ
れいか,463,6,日本平動物園,2019年6月2日,,,東山動物園,,,縞縞 (https://www.notion.so/12142aa6316c80fb865ac55ce509b0f9?pvs=21),メス,"https://www.codaworry.com/images/submitted/Xt0toarADQA.jpg, https://pds.exblog.jp/pds/1/202204/25/02/a0306502_23240484.jpg, https://pds.exblog.jp/pds/1/202204/25/02/a0306502_23240446.jpg, https://pds.exblog.jp/pds/1/202204/25/02/a0306502_23240464.jpg",ホーマー (https://www.notion.so/12142aa6316c80bfb5e1d52fc394024d?pvs=21),2021年5月31日,,,東山動物園,,,
ローバー,464,20,カナダ,2005年5月16日,ホーマー (https://www.notion.so/12142aa6316c80bfb5e1d52fc394024d?pvs=21),,アメリカ,,2015年11月23日,ポンタ (https://www.notion.so/17342aa6316c80338b0cf9337ce9d60c?pvs=21),オス,https://www.codaworry.com/images/rpf/rover-2-assiniboine.jpg,樹樹 (https://www.notion.so/17342aa6316c8025ad80fef8f0b04e3c?pvs=21),,,,,,,
ベイリー,465,17,アメリカ,2008年6月1日,,ホーマー (https://www.notion.so/12142aa6316c80bfb5e1d52fc394024d?pvs=21),アメリカ,,2019年1月1日,ラム (https://www.notion.so/1ec42aa6316c80b88a0aed7d928c6a00?pvs=21),メス,https://www.codaworry.com/images/submitted/WRdmeJfADQA.jpg,トラン (https://www.notion.so/13e42aa6316c8054a7f7ffd0856ce6cd?pvs=21),,,,,,,
守守,466,8,旭山動物園,2017年7月15日,,,日本平動物園,,,チャーミン (https://www.notion.so/12442aa6316c801bb19fed94804172bd?pvs=21),オス,"https://pds.exblog.jp/pds/1/202403/22/02/a0306502_00143818.jpg, https://pds.exblog.jp/pds/1/202403/22/02/a0306502_00143824.jpg, https://pds.exblog.jp/pds/1/202403/22/02/a0306502_00160495.jpg, https://pds.exblog.jp/pds/1/202403/22/02/a0306502_00143756.jpg, https://www.codaworry.com/images/submitted/XECTycwADRQ.jpg, https://www.codaworry.com/images/submitted/XDoThD5ADQA.jpg, https://www.codaworry.com/images/submitted/YcD2A5cADQF.jpg",渝渝 (https://www.notion.so/14f42aa6316c806d9ec1c2d8fbc52764?pvs=21),2020年1月30日,2023年1月9日,,のんほいパーク,日本平動物園,,ショウショウ
糸糸,467,8,旭山動物園,2017年7月15日,,,京都市動物園,,,チャーミン (https://www.notion.so/12442aa6316c801bb19fed94804172bd?pvs=21),メス,"https://www.codaworry.com/images/submitted/XCAzVitADQB.jpg, https://www.codaworry.com/images/submitted/XEkXt9AADQF.jpg, https://www.codaworry.com/images/submitted/XEwi_DfADQA.jpg",渝渝 (https://www.notion.so/14f42aa6316c806d9ec1c2d8fbc52764?pvs=21),2020年3月6日,,,京都市動物園,,,ミーミー
雷雷,468,9,旭山動物園,2016年6月28日,,,秋吉台サファリランド,,,チャーミン (https://www.notion.so/12442aa6316c801bb19fed94804172bd?pvs=21),オス,"https://pds.exblog.jp/pds/1/202301/08/02/a0306502_22223344.jpg, https://pds.exblog.jp/pds/1/202301/08/02/a0306502_22223267.jpg, https://pds.exblog.jp/pds/1/202301/08/02/a0306502_22223235.jpg, https://pds.exblog.jp/pds/1/202301/08/02/a0306502_22223903.jpg, https://pds.exblog.jp/pds/1/202301/08/02/a0306502_22223869.jpg, https://cdn.4travel.jp/img/thumbnails/imk/travelogue_pict/46/04/66/650x_46046695.jpg?updated_at=1477647223, https://cdn.4travel.jp/img/thumbnails/imk/travelogue_pict/46/04/66/650x_46046697.jpg?updated_at=1477647223, https://cdn.4travel.jp/img/thumbnails/imk/travelogue_pict/46/04/67/650x_46046705.jpg?updated_at=1477907662, https://www.codaworry.com/images/submitted/YbV0ERdADQS.jpg, https://www.codaworry.com/images/submitted/WYqjaY0ADQA.jpg, https://www.codaworry.com/images/submitted/YUwMMiZADQI.jpg",渝渝 (https://www.notion.so/14f42aa6316c806d9ec1c2d8fbc52764?pvs=21),2020年3月16日,,,秋吉台サファリランド,,,レイレイ
