name,ID,age,birth_zoo,birthdate,child_as_father,child_as_mother,cur_zoo,dead_cause,deaddate,father,gender,image,mother,move_date1,move_date2,move_date3,move_zoo1,move_zoo2,move_zoo3,reading
チャタ,133,23,西山動物園,2002年6月25日,"ソウソウ (https://www.notion.so/12442aa6316c800399dfd04ec76848ac?pvs=21), ファファ (https://www.notion.so/12442aa6316c8032b51bdc051735a9bd?pvs=21), チャーミン (https://www.notion.so/12442aa6316c801bb19fed94804172bd?pvs=21), ミンミン_西山 (https://www.notion.so/_-14342aa6316c805ea96af90186840fed?pvs=21), ミルキー (https://www.notion.so/1aa42aa6316c8096a939f51b8ed70c6a?pvs=21)",,西山動物園,,2014年12月18日,タカシ (https://www.notion.so/12442aa6316c8019a7cae9d65639efcf?pvs=21),オス,https://www.codaworry.com/images/rpf/chata-1-nishiyama.jpg,チャチャ_長崎 (https://www.notion.so/_-12442aa6316c80b286b1ffb54424d8bf?pvs=21),,,,,,,
ソウソウ,134,13,西山動物園,2012年7月8日,"ミヤビ (https://www.notion.so/15242aa6316c800798c4fc5b67d09003?pvs=21), リン (https://www.notion.so/15242aa6316c805493dae7b364305c8f?pvs=21), リュウ (https://www.notion.so/15242aa6316c80b69befc37ad4510d15?pvs=21), セイ (https://www.notion.so/15242aa6316c80649308e3273cdf1fa3?pvs=21)",,こども動物自然公園,膵炎,2020年12月1日,チャタ (https://www.notion.so/12442aa6316c809ebef3e6fedc759ce9?pvs=21),オス,https://www.codaworry.com/images/submitted/WR8WvOpADQA.jpg,ミンファ (https://www.notion.so/12442aa6316c805ea5c6dffa924abc2c?pvs=21),2015年3月2日,,,こども動物自然公園,,,
タカシ,135,32,西山動物園,1993年7月19日,"チャタ (https://www.notion.so/12442aa6316c809ebef3e6fedc759ce9?pvs=21), ララ_西山 (https://www.notion.so/_-12442aa6316c809e8937c4b23acb98be?pvs=21), コウセイ_西山 (https://www.notion.so/_-17f42aa6316c80a48090e02beeb74741?pvs=21)",,西山動物園,,2012年9月7日,平平 (https://www.notion.so/15e42aa6316c8097bce8d644c03ee318?pvs=21),オス,"https://pds.exblog.jp/pds/1/201209/10/06/d0072106_19512086.jpg, https://pds.exblog.jp/pds/1/201209/10/06/d0072106_19454910.jpg, https://pds.exblog.jp/pds/1/201209/10/06/d0072106_1956890.jpg",愛愛_西山 (https://www.notion.so/_-15e42aa6316c80a49c0af5f6632b010c?pvs=21),,,,,,,
チャチャ_長崎,136,28,長崎バイオパーク,1997年6月17日,,"チャタ (https://www.notion.so/12442aa6316c809ebef3e6fedc759ce9?pvs=21), ララ_西山 (https://www.notion.so/_-12442aa6316c809e8937c4b23acb98be?pvs=21), コウセイ_西山 (https://www.notion.so/_-17f42aa6316c80a48090e02beeb74741?pvs=21), 来来_西山 (https://www.notion.so/_-12942aa6316c805893d2e6bd5af0ac0c?pvs=21), チャオ_西山 (https://www.notion.so/_-12942aa6316c80fa8a5af7775f527362?pvs=21)",西山動物園,,2012年4月7日,森森 (https://www.notion.so/1b042aa6316c80058296f5859b9732a8?pvs=21),メス,https://popncall.com/jp/photos/nisiyama/img/nisiyama_2003_0720_07.jpg,ミンミン_長崎 (https://www.notion.so/_-17942aa6316c800b9a99c09fc6dbb4e6?pvs=21),1999年4月2日,,,西山動物園,,,
シーンファ_東北,138,23,東北サファリパーク,2002年6月29日,,"メイファ_市川 (https://www.notion.so/_-12442aa6316c80a2af7cf8d48ab68293?pvs=21), ミンファ (https://www.notion.so/12442aa6316c805ea5c6dffa924abc2c?pvs=21), 好 (https://www.notion.so/13842aa6316c806dab56ef313d9f6e44?pvs=21), ルル (https://www.notion.so/13b42aa6316c808784cdf75fe2fc0c16?pvs=21), レン_市川 (https://www.notion.so/_-15042aa6316c803fb414f6ec0613acb4?pvs=21)",市川市動植物園,,2008年10月5日,クク (https://www.notion.so/14742aa6316c80bea741cefe60f71940?pvs=21),メス,"https://minesan.c.blog.so-net.ne.jp/_images/blog/_712/minesan/063IMG_5782-3c689.jpg, https://minesan.c.blog.so-net.ne.jp/_images/blog/_712/minesan/063IMG_5712-dab39.jpg, https://minesan.c.blog.so-net.ne.jp/blog/_images/blog/_712/minesan/4588148.jpg",アンリ (https://www.notion.so/14742aa6316c802cb407c29730a8a127?pvs=21),2003年5月11日,,,市川市動植物園,,,
メイファ_市川,139,19,市川市動植物園,2006年6月23日,,"優花 (https://www.notion.so/15542aa6316c80a49118d13eb799bfe8?pvs=21), 梨花 (https://www.notion.so/15542aa6316c8092bfbce71eafafadd0?pvs=21), イチマル (https://www.notion.so/15542aa6316c80f789b9d439f8cbee0c?pvs=21), 明登 (https://www.notion.so/15542aa6316c80f6abd7efbb2611bf22?pvs=21), フラン_市川 (https://www.notion.so/_-15542aa6316c80f58b25c6914b223aaf?pvs=21)",市川市動植物園,,2013年9月5日,カツオ (https://www.notion.so/13842aa6316c802894e9cd9e1a312d64?pvs=21),メス,https://www.codaworry.com/images/rpf/meifa-ichikawa-1.jpg,シーンファ_東北 (https://www.notion.so/_-12442aa6316c801bb74af9dbb37c4cc2?pvs=21),,,,,,,
ファファ,140,15,西山動物園,2010年6月28日,"ギンガ (https://www.notion.so/14542aa6316c80f7a376fb2a84762823?pvs=21), カリン_夢見 (https://www.notion.so/_-15542aa6316c808fb529d7a0dd895247?pvs=21), ケンタ_夢見 (https://www.notion.so/_-15642aa6316c80ebb941ca916c505529?pvs=21), ケイコ (https://www.notion.so/15642aa6316c80f0b145e007bd997058?pvs=21)",,夢見ヶ崎動物公園,,,チャタ (https://www.notion.so/12442aa6316c809ebef3e6fedc759ce9?pvs=21),オス,"https://www.codaworry.com/images/submitted/WN6dBIJADQA.jpg, https://www.codaworry.com/images/submitted/WOraZwjADQA.jpg",ミンファ (https://www.notion.so/12442aa6316c805ea5c6dffa924abc2c?pvs=21),2012年2月18日,,,夢見ヶ崎動物公園,,,
チャーミン,142,14,西山動物園,2011年7月17日,"縞縞 (https://www.notion.so/12142aa6316c80fb865ac55ce509b0f9?pvs=21), 守守 (https://www.notion.so/15642aa6316c80998c95f6c25a6a6dd2?pvs=21), 糸糸 (https://www.notion.so/15642aa6316c80368e7ac1d79c0281cd?pvs=21), 雷雷 (https://www.notion.so/15642aa6316c804ea3f6d0ce6ca201c8?pvs=21), 雲雲 (https://www.notion.so/15642aa6316c8006b5d4fe0abbadefae?pvs=21), 桃桃 (https://www.notion.so/15642aa6316c804d8dbfca1fe622787d?pvs=21), 梨梨 (https://www.notion.so/15642aa6316c80fea981eb87b7dabe09?pvs=21)",,旭山動物園,心不全,2021年8月22日,チャタ (https://www.notion.so/12442aa6316c809ebef3e6fedc759ce9?pvs=21),オス,https://www.codaworry.com/images/submitted/WIzzngoADQA.jpg,ミンファ (https://www.notion.so/12442aa6316c805ea5c6dffa924abc2c?pvs=21),2014年2月3日,,,旭山動物園,,,
咲耶,143,10,西山動物園,2015年6月24日,,,天王寺動物園,,,ヤンヤン_西山 (https://www.notion.so/_-2f0384ee47d04782b1a726c6c1768a32?pvs=21),メス,https://www.codaworry.com/images/submitted/WdND8n6ADQA.jpg,キラリ (https://www.notion.so/0445acdffb7d47e7839c96515b34ff1d?pvs=21),2017年11月21日,,,天王寺動物園,,,サクヤ
梅香,144,8,西山動物園,2017年6月29日,,,伊豆シャボテン動物公園,,,ヤンヤン_西山 (https://www.notion.so/_-2f0384ee47d04782b1a726c6c1768a32?pvs=21),メス,https://www.codaworry.com/images/submitted/WPAmMksADQA.jpg,キラリ (https://www.notion.so/0445acdffb7d47e7839c96515b34ff1d?pvs=21),2020年1月16日,,,伊豆シャボテン動物公園,,,メイシャン
マルル,146,11,アドベンチャーワールド,2014年6月6日,,,アドベンチャーワールド,,,シンシン (https://www.notion.so/12442aa6316c808d908dea9c073da1cf?pvs=21),オス,"https://www.codaworry.com/images/submitted/WstRxpIADQA.jpg, https://www.codaworry.com/images/submitted/Xi_FXcrADQA.jpg",ライラ (https://www.notion.so/12342aa6316c80199b23d9e71b34c5d4?pvs=21),,,,,,,
キララ_アドベン,147,11,アドベンチャーワールド,2014年6月6日,,"アラタ (https://www.notion.so/15642aa6316c80779d4bd8954905f754?pvs=21), ミライ (https://www.notion.so/15642aa6316c8086a565d7f571348e00?pvs=21)",浜松市動物園,,,シンシン (https://www.notion.so/12442aa6316c808d908dea9c073da1cf?pvs=21),メス,"https://www.codaworry.com/images/submitted/XOmwb7UADQA.jpg, https://www.codaworry.com/images/submitted/Wp_9VSrADQE.jpg, https://www.codaworry.com/images/submitted/Wtf63E5ADRW.jpg",ライラ (https://www.notion.so/12342aa6316c80199b23d9e71b34c5d4?pvs=21),2018年2月1日,,,浜松市動物園,,,
ココロ_アドベン,148,10,アドベンチャーワールド,2015年6月19日,,,こども動物自然公園,,,シンシン (https://www.notion.so/12442aa6316c808d908dea9c073da1cf?pvs=21),オス,"https://www.codaworry.com/images/submitted/XA6SaLVADQA.jpg, https://www.codaworry.com/images/submitted/X7uKBcbADQf.jpg, https://www.codaworry.com/images/submitted/XFqAyjJADQI.jpg",ライラ (https://www.notion.so/12342aa6316c80199b23d9e71b34c5d4?pvs=21),2019年6月22日,2023年11月8日,,池田動物園,こども動物自然公園,,
仁,149,9,アドベンチャーワールド,2016年7月31日,,,アドベンチャーワールド,,,シンシン (https://www.notion.so/12442aa6316c808d908dea9c073da1cf?pvs=21),オス,"https://www.codaworry.com/images/submitted/WZBgG-oADQA.jpg, https://www.codaworry.com/images/submitted/XCVIYDQADQB.jpg",ライラ (https://www.notion.so/12342aa6316c80199b23d9e71b34c5d4?pvs=21),,,,,,,ジン
麦_アドベン,150,7,アドベンチャーワールド,2018年8月5日,,,茶臼山動物園,,,シンシン (https://www.notion.so/12442aa6316c808d908dea9c073da1cf?pvs=21),オス,"https://www.codaworry.com/images/submitted/W4fE_mWADQA.jpg, https://www.codaworry.com/images/submitted/X0odJA6ADQB.jpg, https://www.codaworry.com/images/submitted/XcOFMVXADQB.jpg",ライラ (https://www.notion.so/12342aa6316c80199b23d9e71b34c5d4?pvs=21),2025年3月4日,,,茶臼山動物園,,,ムギ
后,152,14,群馬サファリパーク,2011年6月14日,,,アドベンチャーワールド,,,太陽_のいち (https://www.notion.so/_-14042aa6316c809fb2aac9e8b11c4219?pvs=21),メス,https://www.codaworry.com/images/submitted/V4mN7cRADQA.jpg,彩 (https://www.notion.so/14042aa6316c80648fc7fe5016be59a0?pvs=21),2012年7月12日,,,アドベンチャーワールド,,,
サチ,153,13,茶臼山動物園,2012年6月18日,,"タンヴィ (https://www.notion.so/1ec42aa6316c807b8773d664121eb9c4?pvs=21), スバ (https://www.notion.so/1ec42aa6316c801483f2f3797100fd07?pvs=21), マンボ (https://www.notion.so/1ec42aa6316c800ea898e0a360bd10e8?pvs=21), クリムゾン (https://www.notion.so/1ec42aa6316c808c8ec4feaed26324a2?pvs=21)",カナダ,安楽死,2025年7月28日,チャオ_西山 (https://www.notion.so/_-12942aa6316c80fa8a5af7775f527362?pvs=21),メス,"https://www.codaworry.com/images/submitted/V58J8HjADQA.jpg, https://pds.exblog.jp/pds/1/201502/12/25/e0157225_2238553.jpg",アジサイ (https://www.notion.so/12942aa6316c809fae1fd65707d489cb?pvs=21),2013年12月16日,2014年7月15日,,多摩動物公園,カナダ,,
タイヨウ_茶臼山,154,12,茶臼山動物園,2013年6月21日,,,千葉市動物公園,,,チャオ_西山 (https://www.notion.so/_-12942aa6316c80fa8a5af7775f527362?pvs=21),オス,"https://www.codaworry.com/images/submitted/Xh1jrAyADQA.jpg, https://pds.exblog.jp/pds/1/201501/03/25/e0157225_20491966.jpg",アジサイ (https://www.notion.so/12942aa6316c809fae1fd65707d489cb?pvs=21),2021年5月19日,,,千葉市動物公園,,,
アンズ,155,12,茶臼山動物園,2013年6月21日,,,茶臼山動物園,,,チャオ_西山 (https://www.notion.so/_-12942aa6316c80fa8a5af7775f527362?pvs=21),メス,"https://www.codaworry.com/images/submitted/VzIzDlGADQA.jpg, https://pds.exblog.jp/pds/1/201501/03/25/e0157225_2050399.jpg",アジサイ (https://www.notion.so/12942aa6316c809fae1fd65707d489cb?pvs=21),,,,,,,
チャオ_西山,156,19,西山動物園,2006年7月6日,"シンゲン (https://www.notion.so/12342aa6316c80039216d8b4ec35a651?pvs=21), サチ (https://www.notion.so/12942aa6316c806b9ca9d762ce7d9fa9?pvs=21), タイヨウ_茶臼山 (https://www.notion.so/_-12942aa6316c8018a968ffe591812373?pvs=21), ケンシン (https://www.notion.so/11d42aa6316c8031b573e251a8863043?pvs=21), ノゾム (https://www.notion.so/12942aa6316c8081bc09d0448f167f76?pvs=21), ネネ (https://www.notion.so/12942aa6316c808abc64d323d13dfcd4?pvs=21), 佳佳 (https://www.notion.so/12942aa6316c80f292c1fc98e5489439?pvs=21), ヒカル_茶臼山 (https://www.notion.so/_-12942aa6316c80baaad6f9fb1c4f6fba?pvs=21), ヒビキ (https://www.notion.so/12942aa6316c80ad83b9ca7dfd6b4e42?pvs=21), アンズ (https://www.notion.so/12942aa6316c80fb9b9ceebc27d3d857?pvs=21), ポポ (https://www.notion.so/15642aa6316c8087bab4c6c062058182?pvs=21), スバル (https://www.notion.so/13242aa6316c80b395e4c2435c30e420?pvs=21)",,茶臼山動物園,心不全,2023年2月18日,純純 (https://www.notion.so/12442aa6316c80b59fa7e0c4f47f38cb?pvs=21),オス,"https://pds.exblog.jp/pds/1/201502/08/25/e0157225_15562715.jpg, https://pds.exblog.jp/pds/1/200703/18/06/d0072106_13204251.jpg",チャチャ_長崎 (https://www.notion.so/_-12442aa6316c80b286b1ffb54424d8bf?pvs=21),2009年1月23日,,,茶臼山動物園,,,
アジサイ,157,19,多摩動物公園,2006年6月22日,,"サチ (https://www.notion.so/12942aa6316c806b9ca9d762ce7d9fa9?pvs=21), タイヨウ_茶臼山 (https://www.notion.so/_-12942aa6316c8018a968ffe591812373?pvs=21), アンズ (https://www.notion.so/12942aa6316c80fb9b9ceebc27d3d857?pvs=21), スバル (https://www.notion.so/13242aa6316c80b395e4c2435c30e420?pvs=21), シンゲン (https://www.notion.so/12342aa6316c80039216d8b4ec35a651?pvs=21), ケンシン (https://www.notion.so/11d42aa6316c8031b573e251a8863043?pvs=21)",茶臼山動物園,,,緑太郎 (https://www.notion.so/13342aa6316c80888bbcd70493e855ea?pvs=21),メス,"https://www.codaworry.com/images/submitted/WL08RMvADQA.jpg, https://pds.exblog.jp/pds/1/201502/11/25/e0157225_17121058.jpg, https://pds.exblog.jp/pds/1/201410/21/25/e0157225_23261229.jpg, https://pds.exblog.jp/pds/1/201410/21/25/e0157225_23265956.jpg, https://pds.exblog.jp/pds/1/201410/21/25/e0157225_23273013.jpg",花花 (https://www.notion.so/13242aa6316c809d9d62fee0c08b104e?pvs=21),2009年3月26日,,,茶臼山動物園,,,
ノン,158,16,茶臼山動物園,2009年6月19日,,"ノゾム (https://www.notion.so/12942aa6316c8081bc09d0448f167f76?pvs=21), ネネ (https://www.notion.so/12942aa6316c808abc64d323d13dfcd4?pvs=21), 佳佳 (https://www.notion.so/12942aa6316c80f292c1fc98e5489439?pvs=21), ヒカル_茶臼山 (https://www.notion.so/_-12942aa6316c80baaad6f9fb1c4f6fba?pvs=21), ヒビキ (https://www.notion.so/12942aa6316c80ad83b9ca7dfd6b4e42?pvs=21), ポポ (https://www.notion.so/15642aa6316c8087bab4c6c062058182?pvs=21)",茶臼山動物園,,,キキ_徳山 (https://www.notion.so/_-12342aa6316c80ad8a6afc7b1944b911?pvs=21),メス,"https://www.codaworry.com/images/submitted/X-pxCwmADQA.jpg, https://pds.exblog.jp/pds/1/201502/08/25/e0157225_15574883.jpg",星奈 (https://www.notion.so/13342aa6316c803eb26bfc5c2b6016bd?pvs=21),,,,,,,
ノゾム,159,13,茶臼山動物園,2012年7月5日,,,福岡市動物園,,,チャオ_西山 (https://www.notion.so/_-12942aa6316c80fa8a5af7775f527362?pvs=21),オス,https://www.codaworry.com/images/submitted/WoUQ8xZADQA.jpg,ノン (https://www.notion.so/12942aa6316c803caba2f8a1f585a919?pvs=21),2016年4月10日,,,福岡市動物園,,,
ネネ,160,13,茶臼山動物園,2012年7月5日,,,茶臼山動物園,循環不全,2022年6月17日,チャオ_西山 (https://www.notion.so/_-12942aa6316c80fa8a5af7775f527362?pvs=21),メス,https://www.codaworry.com/images/submitted/WEQRUzlADQA.jpg,ノン (https://www.notion.so/12942aa6316c803caba2f8a1f585a919?pvs=21),,,,,,,
佳佳,162,11,茶臼山動物園,2014年7月1日,,テマリ (https://www.notion.so/15642aa6316c80c984daca0976b7ec66?pvs=21),姫路セントラルパーク,心不全,2025年11月9日,チャオ_西山 (https://www.notion.so/_-12942aa6316c80fa8a5af7775f527362?pvs=21),メス,"https://www.codaworry.com/images/submitted/Wut4BHuADQA.jpg, https://pds.exblog.jp/pds/1/201501/02/25/e0157225_19362381.jpg, https://pds.exblog.jp/pds/1/201411/24/25/e0157225_1247621.jpg",ノン (https://www.notion.so/12942aa6316c803caba2f8a1f585a919?pvs=21),2016年5月19日,,,姫路セントラルパーク,,,ジャジャ
ヒカル_茶臼山,163,10,茶臼山動物園,2015年7月19日,,,茶臼山動物園,腸閉塞,2022年2月21日,チャオ_西山 (https://www.notion.so/_-12942aa6316c80fa8a5af7775f527362?pvs=21),オス,https://www.codaworry.com/images/submitted/XuC0rCcADQA.jpg,ノン (https://www.notion.so/12942aa6316c803caba2f8a1f585a919?pvs=21),,,,,,,
ヒビキ,164,10,茶臼山動物園,2015年7月19日,"キナコ_茶臼山 (https://www.notion.so/_-15642aa6316c8019b633e3906ad8dd01?pvs=21), アンコ_茶臼山 (https://www.notion.so/_-15642aa6316c80648d91eb6d0b286573?pvs=21)",,茶臼山動物園,,,チャオ_西山 (https://www.notion.so/_-12942aa6316c80fa8a5af7775f527362?pvs=21),オス,https://www.codaworry.com/images/submitted/WJxTNKKADQA.jpg,ノン (https://www.notion.so/12942aa6316c803caba2f8a1f585a919?pvs=21),,,,,,,
来来_西山,165,17,西山動物園,2008年7月1日,,,富士サファリパーク,,2022年2月13日,純純 (https://www.notion.so/12442aa6316c80b59fa7e0c4f47f38cb?pvs=21),オス,"https://www.codaworry.com/images/submitted/V-GceVEADQA.jpg, https://pds.exblog.jp/pds/1/202105/20/02/a0306502_21304270.jpg, https://pds.exblog.jp/pds/1/202105/20/02/a0306502_21304368.jpg, https://pds.exblog.jp/pds/1/202105/20/02/a0306502_21305592.jpg",チャチャ_長崎 (https://www.notion.so/_-12442aa6316c80b286b1ffb54424d8bf?pvs=21),2011年6月3日,2017年7月5日,,東武動物公園,富士サファリパーク,,ライライ
カフェ,168,12,こども動物自然公園,2013年6月11日,,,フェニックス自然動物園,,,ミンミン_徳山 (https://www.notion.so/_-12442aa6316c80139098d955928163de?pvs=21),オス,https://www.codaworry.com/images/submitted/WAKdV8cADQA.jpg,ナツ (https://www.notion.so/12342aa6316c80a29464cfbc9f106817?pvs=21),2014年4月17日,2019年11月19日,,富士サファリパーク,フェニックス自然動物園,,
スバル,169,15,茶臼山動物園,2010年6月26日,"ソラ_平川 (https://www.notion.so/_-11f42aa6316c80eea4b2f46f506898dc?pvs=21), キラ (https://www.notion.so/14642aa6316c803c8c65c3d883b1fd8b?pvs=21)",,平川動物公園,肝不全,2025年9月17日,チャオ_西山 (https://www.notion.so/_-12942aa6316c80fa8a5af7775f527362?pvs=21),オス,https://www.codaworry.com/images/submitted/W1TVS69ADQA.jpg,アジサイ (https://www.notion.so/12942aa6316c809fae1fd65707d489cb?pvs=21),2013年3月13日,,,平川動物公園,,,
剛,170,25,アドベンチャーワールド,2000年6月19日,,,羽村市動物公園,,2018年4月29日,金牛 (https://www.notion.so/15842aa6316c806d8686c7665590fd05?pvs=21),オス,"https://www.codaworry.com/images/submitted/WH_yJ9SADQA.jpg, https://mar0921.up.seesaa.net/image/P6072169.jpg, https://mar0921.up.seesaa.net/image/P6072190.jpg, https://mar0921.up.seesaa.net/image/P6072180.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/7/f/7f79c4ef-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/a/7/a7d31ed7-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/2/6/269f9401-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/0/c/0c80e480-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/a/f/af999d0f-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/9/e/9e33bfcf-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/8/9/8996870d-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/6/3/63c55eb8-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/f/d/fdf6dea2-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/3/2/32670c8f-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/8/7/87494bc8-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/3/7/372899a4-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/5/f/5fd8edad-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/b/c/bc7e5cd8-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/d/6/d682496b.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/e/c/ecb51cb7-s.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/8/3/832bd2d2.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/7/a/7a9f8d3d.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/d/6/d6821be4.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/f/6/f69f9f52.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/6/0/6024c731.png, https://livedoor.blogimg.jp/maiaitsuki/imgs/0/2/02ee4a1e.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/5/d/5d68c183.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/9/8/98e22bf1.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/4/d/4d60c165.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/2/8/2828f076.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/5/d/5d48e02e.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/1/0/1018d25f.jpg, https://livedoor.blogimg.jp/maiaitsuki/imgs/e/c/eca8d729.jpg, https://blog-imgs-117.fc2.com/k/o/s/kosaru323/20180503115859ea2.jpg, http://www.mikiji.tv/column/lesser/image/go.jpg, https://www.miyanomayu.com/wp-content/uploads/lvdimgs_miyanomayu3/5/8/586e0bcf.jpg",琴 (https://www.notion.so/15842aa6316c8067b14dead757aedeae?pvs=21),2004年4月8日,2012年3月4日,,釧路市動物園,羽村市動物公園,,ゴウ
ブーブー,171,28,ひらかたパーク,1997年7月13日,"ナナ_多摩 (https://www.notion.so/_-12142aa6316c80008667d5726b0515a9?pvs=21), ノノ (https://www.notion.so/13242aa6316c804ba408da0c28dfa796?pvs=21), ナミ (https://www.notion.so/13242aa6316c80e6b793cc9358609788?pvs=21), マリモ (https://www.notion.so/12442aa6316c8086b432c34c1b602ef2?pvs=21), アズキ (https://www.notion.so/13342aa6316c8081aef6c67da804a706?pvs=21), ダイズ (https://www.notion.so/13342aa6316c80aab550cbc5785233a7?pvs=21), サクラ_多摩 (https://www.notion.so/_-1a342aa6316c80a9ab2aff0c4840ac2e?pvs=21), ハナ_多摩 (https://www.notion.so/_-1a742aa6316c807cb8a0fc33e576cd8e?pvs=21), ノン_多摩 (https://www.notion.so/_-1a742aa6316c80849aedf3a1a97aed04?pvs=21)",,多摩動物公園,,2019年11月24日,星星 (https://www.notion.so/13542aa6316c8007bb3ee053be6ea457?pvs=21),オス,"https://www.codaworry.com/images/submitted/WF_cA8KADQA.jpg, https://www.codaworry.com/images/submitted/WSSC2cMADQA.jpg, https://blog-imgs-44-origin.fc2.com/r/e/d/redpandamaniax/20111205-08.jpg, https://blog-imgs-44-origin.fc2.com/r/e/d/redpandamaniax/20120322-02.jpg",鈴鈴_茶臼山 (https://www.notion.so/_-13542aa6316c8056815cf56fd626ab65?pvs=21),2001年2月16日,,,多摩動物公園,,,
寧寧_到津,172,32,到津の森公園,1993年7月11日,,"ノノ (https://www.notion.so/13242aa6316c804ba408da0c28dfa796?pvs=21), ナミ (https://www.notion.so/13242aa6316c80e6b793cc9358609788?pvs=21), ナナ_多摩 (https://www.notion.so/_-12142aa6316c80008667d5726b0515a9?pvs=21), 緑太郎 (https://www.notion.so/13342aa6316c80888bbcd70493e855ea?pvs=21), 風々_多摩 (https://www.notion.so/_-11d42aa6316c804f9fbfd5538829cc64?pvs=21), 緑之介 (https://www.notion.so/13642aa6316c8019a7a5dda80ca34e72?pvs=21), 葉葉 (https://www.notion.so/15942aa6316c80258e6ef7b13057a26c?pvs=21), 淡淡_多摩 (https://www.notion.so/_-13342aa6316c80f1ac1fe561640a2a1f?pvs=21), 光光_多摩 (https://www.notion.so/_-19942aa6316c804eb619e05e665338ef?pvs=21), サクラ_多摩 (https://www.notion.so/_-1a342aa6316c80a9ab2aff0c4840ac2e?pvs=21), キキ_多摩 (https://www.notion.so/_-1a742aa6316c808ea279c45543ab5b18?pvs=21), ハナ_多摩 (https://www.notion.so/_-1a742aa6316c807cb8a0fc33e576cd8e?pvs=21), ランラン_多摩 (https://www.notion.so/_-1a742aa6316c804b8482c93f491f15fc?pvs=21), ノン_多摩 (https://www.notion.so/_-1a742aa6316c80849aedf3a1a97aed04?pvs=21)",多摩動物公園,,2005年10月12日,大州 (https://www.notion.so/16542aa6316c80ec84b6fcd173afc871?pvs=21),メス,"http://zoo.from.tv/img/img1181_file.jpg, http://blog01.linkclub.jp/media/975/20051015-20051014-1.jpg",輪輪 (https://www.notion.so/16542aa6316c809f9c43dfe9c6c91eb5?pvs=21),1995年2月14日,,,多摩動物公園,,,ネネ
ノノ,173,23,多摩動物公園,2002年7月15日,"栄栄 (https://www.notion.so/13642aa6316c80138dfaf35f5ea30a91?pvs=21), 凌凌 (https://www.notion.so/13542aa6316c80aab034cc35d13caf9d?pvs=21), 友友 (https://www.notion.so/13b42aa6316c80baa018cc3045ccf267?pvs=21)",,旭山動物園,心不全,2017年5月8日,ブーブー (https://www.notion.so/13242aa6316c80d0a871f3baebc78246?pvs=21),オス,"https://www.codaworry.com/images/rpf/nono-1-asahiyama.jpg, https://www.codaworry.com/images/rpf/nono-3-asahiyama.jpg, https://www.codaworry.com/images/rpf/nono-8-asahiyama.jpg, https://www.codaworry.com/images/rpf/nono-5-asahiyama.jpg",寧寧_到津 (https://www.notion.so/_-13242aa6316c808eaaeac08159be79f6?pvs=21),2004年2月13日,,,旭山動物園,,,
ナミ,174,23,多摩動物公園,2002年7月15日,,"アクア (https://www.notion.so/13d42aa6316c80f89a48c48d7a51d97e?pvs=21), ライチ (https://www.notion.so/15542aa6316c80d4be3fedba0ca79411?pvs=21), ソラ_市川 (https://www.notion.so/_-15542aa6316c80a0ab31c922b02364e8?pvs=21), カイ_市川 (https://www.notion.so/_-15c42aa6316c80719fd2e941594b6575?pvs=21), 梨太 (https://www.notion.so/17b42aa6316c80b09ad6f0da8beafd2e?pvs=21)",市川市動植物園,不明,2023年9月4日,ブーブー (https://www.notion.so/13242aa6316c80d0a871f3baebc78246?pvs=21),メス,"https://www.codaworry.com/images/submitted/WK53E6JADQA.jpg, https://www.codaworry.com/images/submitted/X2E2UbxADQE.jpg, https://www.codaworry.com/images/submitted/XWHlh8rADQJ.jpg, https://www.codaworry.com/images/submitted/YpvYtKwADQe.jpg",寧寧_到津 (https://www.notion.so/_-13242aa6316c808eaaeac08159be79f6?pvs=21),2003年4月9日,,,市川市動植物園,,,
